# A  Zitrin 1/2016
# what you asked for: a file where each line contains the TD of the
# three images (wrt image 1), these are the first two columns, the
# magnification of the three images, respectively (these are the three
# next columns) and the chi2, this is the seventh column. There are 1000
# lines corresponding to 1000 MCMC steps (including repetition, so this
# means in total the results correspond to a few hundred different
# models or so).
#       dt12           dt13              mu1           mu2              mu3           chi2
    4.5354814e+01  -1.3144912e+03   8.7943222e+01   3.3254399e+01   3.6015555e+00   8.4539280e+01
    4.5354814e+01  -1.3144912e+03   8.7943222e+01   3.3254399e+01   3.6015555e+00   8.4539280e+01
    4.5354814e+01  -1.3144912e+03   8.7943222e+01   3.3254399e+01   3.6015555e+00   8.4539280e+01
    4.5354814e+01  -1.3144912e+03   8.7943222e+01   3.3254399e+01   3.6015555e+00   8.4539280e+01
    4.3435528e+01  -1.3155760e+03   7.8346279e+01   3.4789790e+01   3.6071503e+00   8.7143260e+01
    4.4382911e+01  -1.3241585e+03   7.2193968e+01   3.6422093e+01   3.6110487e+00   8.9971423e+01
    4.4382911e+01  -1.3241585e+03   7.2193968e+01   3.6422093e+01   3.6110487e+00   8.9971423e+01
    4.4199831e+01  -1.3235140e+03   7.0550929e+01   3.6959502e+01   3.6233406e+00   9.3127239e+01
    4.4199831e+01  -1.3235140e+03   7.0550929e+01   3.6959502e+01   3.6233406e+00   9.3127239e+01
    4.4199831e+01  -1.3235140e+03   7.0550929e+01   3.6959502e+01   3.6233406e+00   9.3127239e+01
    4.4199831e+01  -1.3235140e+03   7.0550929e+01   3.6959502e+01   3.6233406e+00   9.3127239e+01
    4.4199831e+01  -1.3235140e+03   7.0550929e+01   3.6959502e+01   3.6233406e+00   9.3127239e+01
    4.4448569e+01  -1.3138027e+03   6.9540317e+01   3.7137069e+01   3.6065350e+00   1.0060769e+02
    4.7624290e+01  -1.3475777e+03   6.9515317e+01   3.7362401e+01   3.6132083e+00   1.0190106e+02
    4.4948213e+01  -1.3210836e+03   7.0277031e+01   3.6564796e+01   3.5891275e+00   1.0062494e+02
    4.6085048e+01  -1.3163865e+03   7.3271308e+01   3.5931755e+01   3.5907891e+00   9.3351423e+01
    4.6085048e+01  -1.3163865e+03   7.3271308e+01   3.5931755e+01   3.5907891e+00   9.3351423e+01
    4.6085048e+01  -1.3163865e+03   7.3271308e+01   3.5931755e+01   3.5907891e+00   9.3351423e+01
    4.7362827e+01  -1.2766691e+03   8.1450223e+01   3.4945491e+01   3.5850641e+00   9.4351627e+01
    4.5966053e+01  -1.2981531e+03   7.0238163e+01   3.8117880e+01   3.6318453e+00   9.5213872e+01
    4.8876721e+01  -1.3122369e+03   7.8123736e+01   3.5367668e+01   3.5855133e+00   8.9212647e+01
    4.6381732e+01  -1.3161851e+03   7.0947038e+01   3.6525882e+01   3.6004872e+00   9.0023158e+01
    4.4449300e+01  -1.3083648e+03   7.0684080e+01   3.6248894e+01   3.5991733e+00   9.1920096e+01
    4.5923202e+01  -1.3063295e+03   6.3816134e+01   4.0086498e+01   3.6392498e+00   9.1092341e+01
    4.5923202e+01  -1.3063295e+03   6.3816134e+01   4.0086498e+01   3.6392498e+00   9.1092341e+01
    4.5923202e+01  -1.3063295e+03   6.3816134e+01   4.0086498e+01   3.6392498e+00   9.1092341e+01
    4.5923202e+01  -1.3063295e+03   6.3816134e+01   4.0086498e+01   3.6392498e+00   9.1092341e+01
    4.5923202e+01  -1.3063295e+03   6.3816134e+01   4.0086498e+01   3.6392498e+00   9.1092341e+01
    4.9309131e+01  -1.3265174e+03   6.6724297e+01   3.9207449e+01   3.6374351e+00   9.3282443e+01
    4.4969367e+01  -1.3220034e+03   6.1674784e+01   4.0580973e+01   3.6433359e+00   9.2351219e+01
    4.5037392e+01  -1.3173086e+03   6.9437290e+01   3.7157926e+01   3.6215332e+00   1.0261385e+02
    4.5770183e+01  -1.3130324e+03   7.0121592e+01   3.7283746e+01   3.6145608e+00   9.4420607e+01
    4.7282260e+01  -1.3109471e+03   6.8526179e+01   3.8220452e+01   3.6121399e+00   9.8365856e+01
    4.9966323e+01  -1.2950377e+03   6.8116726e+01   3.9388752e+01   3.6011630e+00   1.0041608e+02
    4.9966323e+01  -1.2950377e+03   6.8116726e+01   3.9388752e+01   3.6011630e+00   1.0041608e+02
    4.9966323e+01  -1.2950377e+03   6.8116726e+01   3.9388752e+01   3.6011630e+00   1.0041608e+02
    4.9966323e+01  -1.2950377e+03   6.8116726e+01   3.9388752e+01   3.6011630e+00   1.0041608e+02
    4.9966323e+01  -1.2950377e+03   6.8116726e+01   3.9388752e+01   3.6011630e+00   1.0041608e+02
    4.6128825e+01  -1.2757376e+03   6.4061871e+01   4.1153512e+01   3.6206640e+00   1.1511832e+02
    4.6405987e+01  -1.2854794e+03   5.9634307e+01   4.4345105e+01   3.6561921e+00   1.0705728e+02
    4.8082144e+01  -1.3067813e+03   6.2004519e+01   4.1977662e+01   3.6286695e+00   1.0119785e+02
    4.7175454e+01  -1.3229642e+03   5.0193233e+01   5.1143336e+01   3.6586253e+00   1.1041812e+02
    4.7385181e+01  -1.3009897e+03   5.1781386e+01   5.0130992e+01   3.6580096e+00   1.1326928e+02
    4.7385181e+01  -1.3009897e+03   5.1781386e+01   5.0130992e+01   3.6580096e+00   1.1326928e+02
    4.7385181e+01  -1.3009897e+03   5.1781386e+01   5.0130992e+01   3.6580096e+00   1.1326928e+02
    4.8281360e+01  -1.2570864e+03   5.9305598e+01   4.4823273e+01   3.6217273e+00   1.0945816e+02
    5.0699471e+01  -1.2867480e+03   6.1154718e+01   4.2681599e+01   3.5931853e+00   1.0668173e+02
    4.8221330e+01  -1.2797208e+03   6.0349769e+01   4.2442893e+01   3.5848753e+00   1.0523316e+02
    4.8211460e+01  -1.2921224e+03   5.5254254e+01   4.5040738e+01   3.5796591e+00   1.0923397e+02
    4.8211460e+01  -1.2921224e+03   5.5254254e+01   4.5040738e+01   3.5796591e+00   1.0923397e+02
    5.0111267e+01  -1.3068556e+03   6.1532311e+01   4.1795673e+01   3.5835957e+00   1.0737152e+02
    4.8192819e+01  -1.2452011e+03   6.8954846e+01   3.9602599e+01   3.5794518e+00   1.0485377e+02
    4.8192819e+01  -1.2452011e+03   6.8954846e+01   3.9602599e+01   3.5794518e+00   1.0485377e+02
    4.8167549e+01  -1.2729813e+03   6.6993696e+01   3.9987659e+01   3.6046746e+00   9.8593872e+01
    4.8167549e+01  -1.2729813e+03   6.6993696e+01   3.9987659e+01   3.6046746e+00   9.8593872e+01
    4.8167549e+01  -1.2729813e+03   6.6993696e+01   3.9987659e+01   3.6046746e+00   9.8593872e+01
    4.7926635e+01  -1.2541311e+03   7.6655183e+01   3.7145667e+01   3.5875822e+00   9.7472954e+01
    4.8724932e+01  -1.3032845e+03   7.2966615e+01   3.8043211e+01   3.6162123e+00   9.5403566e+01
    4.8724932e+01  -1.3032845e+03   7.2966615e+01   3.8043211e+01   3.6162123e+00   9.5403566e+01
    4.9397859e+01  -1.3020222e+03   7.9465460e+01   3.5992248e+01   3.6101766e+00   9.3109994e+01
    4.7933629e+01  -1.2614821e+03   8.0685118e+01   3.6097630e+01   3.5989313e+00   9.4991604e+01
    5.1073454e+01  -1.2749412e+03   8.9866995e+01   3.4471685e+01   3.5903686e+00   9.3525788e+01
    5.2385258e+01  -1.2445747e+03   1.1475308e+02   3.1928901e+01   3.5720269e+00   9.3491298e+01
    4.9310850e+01  -1.2296313e+03   1.1014644e+02   3.2102820e+01   3.5760892e+00   9.1111502e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    5.1241402e+01  -1.2525498e+03   9.4388495e+01   3.4458337e+01   3.5941240e+00   9.3111910e+01
    4.9460009e+01  -1.2363102e+03   8.9141230e+01   3.5563716e+01   3.6236724e+00   9.7835096e+01
    5.2212857e+01  -1.2185564e+03   1.1355742e+02   3.3069571e+01   3.6065637e+00   9.8844881e+01
    5.0288868e+01  -1.2267300e+03   9.0096001e+01   3.5283619e+01   3.5853625e+00   1.0060386e+02
    5.1831076e+01  -1.2348959e+03   9.5475607e+01   3.4397226e+01   3.5644600e+00   9.9914065e+01
    5.1831076e+01  -1.2348959e+03   9.5475607e+01   3.4397226e+01   3.5644600e+00   9.9914065e+01
    5.1831076e+01  -1.2348959e+03   9.5475607e+01   3.4397226e+01   3.5644600e+00   9.9914065e+01
    5.4698753e+01  -1.2676975e+03   8.6240335e+01   3.6092640e+01   3.5740322e+00   9.4033554e+01
    5.4698753e+01  -1.2676975e+03   8.6240335e+01   3.6092640e+01   3.5740322e+00   9.4033554e+01
    5.4698753e+01  -1.2676975e+03   8.6240335e+01   3.6092640e+01   3.5740322e+00   9.4033554e+01
    5.4281644e+01  -1.2523662e+03   1.0427374e+02   3.3413835e+01   3.5543484e+00   9.8670516e+01
    5.5720156e+01  -1.2600085e+03   9.1452599e+01   3.6062808e+01   3.5893389e+00   1.0287061e+02
    5.7949362e+01  -1.2334253e+03   1.1223609e+02   3.4243654e+01   3.5829961e+00   9.9938974e+01
    5.7949362e+01  -1.2334253e+03   1.1223609e+02   3.4243654e+01   3.5829961e+00   9.9938974e+01
    5.7949362e+01  -1.2334253e+03   1.1223609e+02   3.4243654e+01   3.5829961e+00   9.9938974e+01
    5.7546327e+01  -1.2073700e+03   1.2912616e+02   3.3226154e+01   3.5751367e+00   1.0071499e+02
    5.7546327e+01  -1.2073700e+03   1.2912616e+02   3.3226154e+01   3.5751367e+00   1.0071499e+02
    5.5839110e+01  -1.2591605e+03   9.3057228e+01   3.6298660e+01   3.5841754e+00   1.0041417e+02
    5.9441956e+01  -1.2160407e+03   1.5583486e+02   3.1344972e+01   3.5327219e+00   9.7748872e+01
    5.9441956e+01  -1.2160407e+03   1.5583486e+02   3.1344972e+01   3.5327219e+00   9.7748872e+01
    5.9441956e+01  -1.2160407e+03   1.5583486e+02   3.1344972e+01   3.5327219e+00   9.7748872e+01
    5.9441956e+01  -1.2160407e+03   1.5583486e+02   3.1344972e+01   3.5327219e+00   9.7748872e+01
    5.9441956e+01  -1.2160407e+03   1.5583486e+02   3.1344972e+01   3.5327219e+00   9.7748872e+01
    5.9441956e+01  -1.2160407e+03   1.5583486e+02   3.1344972e+01   3.5327219e+00   9.7748872e+01
    5.9441956e+01  -1.2160407e+03   1.5583486e+02   3.1344972e+01   3.5327219e+00   9.7748872e+01
    5.9441956e+01  -1.2160407e+03   1.5583486e+02   3.1344972e+01   3.5327219e+00   9.7748872e+01
    5.9441956e+01  -1.2160407e+03   1.5583486e+02   3.1344972e+01   3.5327219e+00   9.7748872e+01
    5.9441956e+01  -1.2160407e+03   1.5583486e+02   3.1344972e+01   3.5327219e+00   9.7748872e+01
    5.9441956e+01  -1.2160407e+03   1.5583486e+02   3.1344972e+01   3.5327219e+00   9.7748872e+01
    5.4457170e+01  -1.2051331e+03   1.2233679e+02   3.2835702e+01   3.5637049e+00   1.0285336e+02
    5.7669404e+01  -1.2294366e+03   1.1966789e+02   3.2749007e+01   3.5322471e+00   9.6878963e+01
    5.7669404e+01  -1.2294366e+03   1.1966789e+02   3.2749007e+01   3.5322471e+00   9.6878963e+01
    5.6540611e+01  -1.1880087e+03   1.3421839e+02   3.2478047e+01   3.5472396e+00   9.8335198e+01
    5.7407545e+01  -1.2214185e+03   1.2932178e+02   3.2319090e+01   3.5566936e+00   9.9810595e+01
    5.7407545e+01  -1.2214185e+03   1.2932178e+02   3.2319090e+01   3.5566936e+00   9.9810595e+01
    5.7407545e+01  -1.2214185e+03   1.2932178e+02   3.2319090e+01   3.5566936e+00   9.9810595e+01
    5.7407545e+01  -1.2214185e+03   1.2932178e+02   3.2319090e+01   3.5566936e+00   9.9810595e+01
    5.7319245e+01  -1.2441147e+03   1.1338194e+02   3.3170162e+01   3.5517646e+00   1.0010376e+02
    5.2333331e+01  -1.2051509e+03   1.1808919e+02   3.2411614e+01   3.5501231e+00   1.0166346e+02
    5.2333331e+01  -1.2051509e+03   1.1808919e+02   3.2411614e+01   3.5501231e+00   1.0166346e+02
    5.2333331e+01  -1.2051509e+03   1.1808919e+02   3.2411614e+01   3.5501231e+00   1.0166346e+02
    5.6877369e+01  -1.2476445e+03   1.1246737e+02   3.2930452e+01   3.5472015e+00   1.0277672e+02
    5.6877369e+01  -1.2476445e+03   1.1246737e+02   3.2930452e+01   3.5472015e+00   1.0277672e+02
    5.4522511e+01  -1.2284937e+03   1.1545419e+02   3.2285859e+01   3.5336224e+00   1.0061152e+02
    5.2292433e+01  -1.2393933e+03   9.8076355e+01   3.3916811e+01   3.5606388e+00   1.0344927e+02
    5.2292433e+01  -1.2393933e+03   9.8076355e+01   3.3916811e+01   3.5606388e+00   1.0344927e+02
    5.4206821e+01  -1.2178359e+03   1.3342675e+02   3.0865048e+01   3.5226636e+00   9.9586412e+01
    5.4206821e+01  -1.2178359e+03   1.3342675e+02   3.0865048e+01   3.5226636e+00   9.9586412e+01
    5.3515285e+01  -1.2183182e+03   1.1774400e+02   3.1635387e+01   3.5051962e+00   1.0165580e+02
    5.5869978e+01  -1.2412591e+03   1.1601939e+02   3.1754648e+01   3.5045959e+00   1.1350304e+02
    5.6380691e+01  -1.2517630e+03   1.2217324e+02   3.1423587e+01   3.5099026e+00   1.0762253e+02
    5.6380691e+01  -1.2517630e+03   1.2217324e+02   3.1423587e+01   3.5099026e+00   1.0762253e+02
    5.2025094e+01  -1.2161514e+03   1.2057154e+02   3.1605851e+01   3.5189189e+00   1.0412565e+02
    5.4878022e+01  -1.2261307e+03   1.5023943e+02   3.0078183e+01   3.4998134e+00   9.5233033e+01
    5.4878022e+01  -1.2261307e+03   1.5023943e+02   3.0078183e+01   3.4998134e+00   9.5233033e+01
    5.4878022e+01  -1.2261307e+03   1.5023943e+02   3.0078183e+01   3.4998134e+00   9.5233033e+01
    5.4878022e+01  -1.2261307e+03   1.5023943e+02   3.0078183e+01   3.4998134e+00   9.5233033e+01
    5.4878022e+01  -1.2261307e+03   1.5023943e+02   3.0078183e+01   3.4998134e+00   9.5233033e+01
    5.4878022e+01  -1.2261307e+03   1.5023943e+02   3.0078183e+01   3.4998134e+00   9.5233033e+01
    5.4878022e+01  -1.2261307e+03   1.5023943e+02   3.0078183e+01   3.4998134e+00   9.5233033e+01
    5.4878022e+01  -1.2261307e+03   1.5023943e+02   3.0078183e+01   3.4998134e+00   9.5233033e+01
    5.4878022e+01  -1.2261307e+03   1.5023943e+02   3.0078183e+01   3.4998134e+00   9.5233033e+01
    5.4878022e+01  -1.2261307e+03   1.5023943e+02   3.0078183e+01   3.4998134e+00   9.5233033e+01
    5.4878022e+01  -1.2261307e+03   1.5023943e+02   3.0078183e+01   3.4998134e+00   9.5233033e+01
    5.5519618e+01  -1.2141076e+03   1.7976588e+02   2.9395752e+01   3.5072692e+00   9.6279223e+01
    5.2943495e+01  -1.2260085e+03   1.5086482e+02   3.0049075e+01   3.5230956e+00   9.6882795e+01
    5.4203860e+01  -1.2155122e+03   1.7730587e+02   2.9474545e+01   3.5231433e+00   9.6537897e+01
    5.4203860e+01  -1.2155122e+03   1.7730587e+02   2.9474545e+01   3.5231433e+00   9.6537897e+01
    5.4203860e+01  -1.2155122e+03   1.7730587e+02   2.9474545e+01   3.5231433e+00   9.6537897e+01
    5.4203860e+01  -1.2155122e+03   1.7730587e+02   2.9474545e+01   3.5231433e+00   9.6537897e+01
    5.4203860e+01  -1.2155122e+03   1.7730587e+02   2.9474545e+01   3.5231433e+00   9.6537897e+01
    5.4203860e+01  -1.2155122e+03   1.7730587e+02   2.9474545e+01   3.5231433e+00   9.6537897e+01
    5.8279403e+01  -1.2372219e+03   1.9799707e+02   2.8986730e+01   3.5037716e+00   1.0052147e+02
    5.8895964e+01  -1.2275728e+03   2.3274389e+02   2.8601923e+01   3.4962413e+00   1.1708807e+02
    5.5186336e+01  -1.2372403e+03   1.3873507e+02   3.2145163e+01   3.5762210e+00   1.0338412e+02
    5.5388512e+01  -1.2437745e+03   1.4102731e+02   3.2098609e+01   3.5990234e+00   1.0093535e+02
    5.5388512e+01  -1.2437745e+03   1.4102731e+02   3.2098609e+01   3.5990234e+00   1.0093535e+02
    5.5388512e+01  -1.2437745e+03   1.4102731e+02   3.2098609e+01   3.5990234e+00   1.0093535e+02
    5.8883239e+01  -1.2249708e+03   2.5905527e+02   2.9326562e+01   3.5908347e+00   1.0000412e+02
    5.8502012e+01  -1.2259919e+03   2.3462092e+02   2.9619642e+01   3.5857708e+00   1.0541902e+02
    5.7393464e+01  -1.2002854e+03   3.3439454e+02   2.8376615e+01   3.5714128e+00   9.8306457e+01
    5.4527288e+01  -1.1884755e+03   2.1472915e+02   2.9898309e+01   3.5876196e+00   1.0610498e+02
    5.4081692e+01  -1.2072605e+03   1.5091889e+02   3.1724733e+01   3.5996136e+00   9.0860493e+01
    5.4081692e+01  -1.2072605e+03   1.5091889e+02   3.1724733e+01   3.5996136e+00   9.0860493e+01
    5.4081692e+01  -1.2072605e+03   1.5091889e+02   3.1724733e+01   3.5996136e+00   9.0860493e+01
    5.5409042e+01  -1.1856239e+03   1.5162653e+02   3.2280220e+01   3.6077445e+00   9.0437035e+01
    5.5409042e+01  -1.1856239e+03   1.5162653e+02   3.2280220e+01   3.6077445e+00   9.0437035e+01
    5.5409042e+01  -1.1856239e+03   1.5162653e+02   3.2280220e+01   3.6077445e+00   9.0437035e+01
    5.5409042e+01  -1.1856239e+03   1.5162653e+02   3.2280220e+01   3.6077445e+00   9.0437035e+01
    5.4713887e+01  -1.2308809e+03   1.2349862e+02   3.3716341e+01   3.6464032e+00   1.0647096e+02
    5.6950379e+01  -1.2093592e+03   1.5274113e+02   3.2225853e+01   3.6236002e+00   8.9722330e+01
    5.6950379e+01  -1.2093592e+03   1.5274113e+02   3.2225853e+01   3.6236002e+00   8.9722330e+01
    5.6950379e+01  -1.2093592e+03   1.5274113e+02   3.2225853e+01   3.6236002e+00   8.9722330e+01
    5.6950379e+01  -1.2093592e+03   1.5274113e+02   3.2225853e+01   3.6236002e+00   8.9722330e+01
    5.6950379e+01  -1.2093592e+03   1.5274113e+02   3.2225853e+01   3.6236002e+00   8.9722330e+01
    5.6950379e+01  -1.2093592e+03   1.5274113e+02   3.2225853e+01   3.6236002e+00   8.9722330e+01
    5.6950379e+01  -1.2093592e+03   1.5274113e+02   3.2225853e+01   3.6236002e+00   8.9722330e+01
    5.6950379e+01  -1.2093592e+03   1.5274113e+02   3.2225853e+01   3.6236002e+00   8.9722330e+01
    5.6950379e+01  -1.2093592e+03   1.5274113e+02   3.2225853e+01   3.6236002e+00   8.9722330e+01
    5.6950379e+01  -1.2093592e+03   1.5274113e+02   3.2225853e+01   3.6236002e+00   8.9722330e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.7757010e+01  -1.1688759e+03   1.7450416e+02   3.2427977e+01   3.6377871e+00   9.5351831e+01
    5.9305250e+01  -1.1584669e+03   1.9092722e+02   3.2661625e+01   3.6551421e+00   9.5696729e+01
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.7916884e+01  -1.1788757e+03   1.3633297e+02   3.4775740e+01   3.6697121e+00   1.0042183e+02
    5.9512959e+01  -1.1634230e+03   1.9019114e+02   3.2466069e+01   3.6635426e+00   9.9766525e+01
    5.9512959e+01  -1.1634230e+03   1.9019114e+02   3.2466069e+01   3.6635426e+00   9.9766525e+01
    5.9512959e+01  -1.1634230e+03   1.9019114e+02   3.2466069e+01   3.6635426e+00   9.9766525e+01
    5.9512959e+01  -1.1634230e+03   1.9019114e+02   3.2466069e+01   3.6635426e+00   9.9766525e+01
    5.9512959e+01  -1.1634230e+03   1.9019114e+02   3.2466069e+01   3.6635426e+00   9.9766525e+01
    5.9512959e+01  -1.1634230e+03   1.9019114e+02   3.2466069e+01   3.6635426e+00   9.9766525e+01
    5.9512959e+01  -1.1634230e+03   1.9019114e+02   3.2466069e+01   3.6635426e+00   9.9766525e+01
    5.9512959e+01  -1.1634230e+03   1.9019114e+02   3.2466069e+01   3.6635426e+00   9.9766525e+01
    5.5885853e+01  -1.2055948e+03   1.1034102e+02   3.6435152e+01   3.7114020e+00   9.8128260e+01
    5.4348680e+01  -1.2097350e+03   1.0704931e+02   3.6636192e+01   3.7106174e+00   9.2627137e+01
    5.1622242e+01  -1.1852202e+03   1.1015965e+02   3.6582547e+01   3.7353032e+00   1.0043908e+02
    5.3658272e+01  -1.2496544e+03   9.3856275e+01   3.8418687e+01   3.7529398e+00   9.5300096e+01
    5.3658272e+01  -1.2496544e+03   9.3856275e+01   3.8418687e+01   3.7529398e+00   9.5300096e+01
    5.3658272e+01  -1.2496544e+03   9.3856275e+01   3.8418687e+01   3.7529398e+00   9.5300096e+01
    5.3658272e+01  -1.2496544e+03   9.3856275e+01   3.8418687e+01   3.7529398e+00   9.5300096e+01
    5.4642004e+01  -1.1786580e+03   1.7321871e+02   3.2473136e+01   3.7123894e+00   9.5809779e+01
    5.6883736e+01  -1.1852670e+03   1.8666671e+02   3.2206255e+01   3.7094263e+00   9.6369280e+01
    5.6883736e+01  -1.1852670e+03   1.8666671e+02   3.2206255e+01   3.7094263e+00   9.6369280e+01
    5.6883736e+01  -1.1852670e+03   1.8666671e+02   3.2206255e+01   3.7094263e+00   9.6369280e+01
    5.6883736e+01  -1.1852670e+03   1.8666671e+02   3.2206255e+01   3.7094263e+00   9.6369280e+01
    5.8085884e+01  -1.1522720e+03   2.4167543e+02   3.1302457e+01   3.6675762e+00   9.5162137e+01
    5.5957183e+01  -1.1893505e+03   1.2674722e+02   3.5305412e+01   3.7039290e+00   9.0860493e+01
    5.4710934e+01  -1.1657290e+03   1.3439112e+02   3.4997522e+01   3.7104928e+00   9.3523872e+01
    5.4710934e+01  -1.1657290e+03   1.3439112e+02   3.4997522e+01   3.7104928e+00   9.3523872e+01
    5.4710934e+01  -1.1657290e+03   1.3439112e+02   3.4997522e+01   3.7104928e+00   9.3523872e+01
    5.4144155e+01  -1.1813845e+03   1.0968266e+02   3.7124370e+01   3.7361608e+00   9.8620697e+01
    5.8114213e+01  -1.1615283e+03   1.5086193e+02   3.3645160e+01   3.6616998e+00   9.6844473e+01
    5.8114213e+01  -1.1615283e+03   1.5086193e+02   3.3645160e+01   3.6616998e+00   9.6844473e+01
    5.8114213e+01  -1.1615283e+03   1.5086193e+02   3.3645160e+01   3.6616998e+00   9.6844473e+01
    5.7752855e+01  -1.1717461e+03   1.2087138e+02   3.5794885e+01   3.6779190e+00   1.0114612e+02
    5.7752855e+01  -1.1717461e+03   1.2087138e+02   3.5794885e+01   3.6779190e+00   1.0114612e+02
    5.7697836e+01  -1.1898918e+03   1.0624524e+02   3.6832448e+01   3.6610456e+00   1.0374243e+02
