# event band deltatpk   mpk  fnupk  trise  t2   t3
se  f125w   4.10  26.88   0.0641  10.100  1.988  2.983
se  f125w   4.20  26.86   0.0652  10.200  1.913  2.870
se  f125w   4.30  26.85   0.0663  10.300  1.839  2.759
se  f125w   4.40  26.83   0.0674  10.400  1.766  2.649
se  f125w   4.50  26.81   0.0685  10.500  1.693  2.540
se  f125w   4.60  26.79   0.0696  10.600  1.622  2.432
se  f125w   4.70  26.78   0.0707  10.700  1.551  2.326
se  f125w   4.80  26.76   0.0719  10.800  1.481  2.221
se  f125w   4.90  26.74   0.0731  10.900  1.411  2.117
se  f125w   5.00  26.72   0.0743  11.000  1.342  2.014
se  f125w   5.10  26.70   0.0755  11.100  1.275  1.912
se  f125w   5.20  26.69   0.0768  11.200  1.207  1.811
se  f125w   5.30  26.67   0.0780  11.300  1.141  1.711
se  f125w   5.40  26.65   0.0793  11.400  1.075  1.613
se  f125w   5.50  26.63   0.0806  11.500  1.010  1.515
se  f125w   5.60  26.62   0.0820  11.600  0.946  1.418
se  f125w   5.70  26.60   0.0833  11.700  0.882  1.323
se  f125w   5.80  26.58   0.0847  11.800  0.819  1.228
se  f125w   5.90  26.56   0.0861  11.900  0.756  1.135
se  f125w   6.00  26.55   0.0875  12.000  0.695  1.042
se  f125w   6.10  26.53   0.0889  12.100  0.634  0.950
se  f125w   6.20  26.51   0.0904  12.200  0.573  0.860
se  f125w   6.30  26.49   0.0919  12.300  0.513  0.770
se  f125w   6.40  26.47   0.0934  12.400  0.454  0.681
se  f125w   6.50  26.46   0.0949  12.500  0.395  0.593
se  f125w   6.60  26.44   0.0965  12.600  0.337  0.505
se  f125w   6.70  26.42   0.0981  12.700  0.279  0.419
se  f125w   6.80  26.40   0.0997  12.800  0.222  0.334
se  f125w   6.90  26.39   0.1013  12.900  0.166  0.249
se  f125w   7.00  26.37   0.1030  13.000  0.110  0.165
se  f125w   7.10  26.35   0.1047  13.100  0.055  0.082
se  f160w  -6.00  29.50   0.0057  0.000  13.200  13.200
se  f160w  -5.90  29.46   0.0060  0.100  13.100  13.100
se  f160w  -5.80  29.41   0.0063  0.200  13.000  13.000
se  f160w  -5.70  29.36   0.0066  0.300  12.900  12.900
se  f160w  -5.60  29.31   0.0068  0.400  12.800  12.800
se  f160w  -5.50  29.26   0.0072  0.500  12.700  12.700
se  f160w  -5.40  29.21   0.0075  0.600  12.600  12.600
se  f160w  -5.30  29.17   0.0078  0.700  12.500  12.500
se  f160w  -5.20  29.12   0.0082  0.800  12.400  12.400
se  f160w  -5.10  29.07   0.0086  0.900  12.300  12.300
se  f160w  -5.00  29.02   0.0089  1.000  12.200  12.200
se  f160w  -4.90  28.97   0.0094  1.100  12.100  12.100
se  f160w  -4.80  28.92   0.0098  1.200  12.000  12.000
se  f160w  -4.70  28.88   0.0102  1.300  11.900  11.900
se  f160w  -4.60  28.83   0.0107  1.400  11.800  11.800
se  f160w  -4.50  28.78   0.0112  1.500  11.700  11.700
se  f160w  -4.40  28.73   0.0117  1.600  11.600  11.600
se  f160w  -4.30  28.68   0.0122  1.700  11.500  11.500
se  f160w  -4.20  28.63   0.0128  1.800  11.400  11.400
se  f160w  -4.10  28.59   0.0134  1.900  11.300  11.300
se  f160w  -4.00  28.54   0.0140  2.000  11.200  11.200
se  f160w  -3.90  28.49   0.0146  2.100  11.100  11.100
se  f160w  -3.80  28.44   0.0153  2.200  11.000  11.000
se  f160w  -3.70  28.39   0.0160  2.300  10.900  10.900
se  f160w  -3.60  28.34   0.0167  2.400  10.800  10.800
se  f160w  -3.50  28.29   0.0175  2.500  10.700  10.700
se  f160w  -3.40  28.25   0.0183  2.600  10.600  10.600
se  f160w  -3.30  28.20   0.0191  2.700  10.500  10.500
se  f160w  -3.20  28.15   0.0200  2.800  10.400  10.400
se  f160w  -3.10  28.10   0.0209  2.900  10.300  10.300
se  f160w  -3.00  28.05   0.0218  3.000  10.200  10.200
se  f160w  -2.90  28.00   0.0228  3.100  10.100  10.100
se  f160w  -2.80  27.96   0.0239  3.200  9.785  10.000
se  f160w  -2.70  27.91   0.0249  3.300  9.463  9.900
se  f160w  -2.60  27.86   0.0261  3.400  9.156  9.800
